po_id,po_date,supplier_id,material_id,scheduled_delivery_date,actual_delivery_date,currency,po_value,actual_cost
100282,2024-10-09,SUP-036,MAT-227,2024-11-07,2024-11-06,USD,5385.41,6655.67
100283,2024-07-20,SUP-019,MAT-219,2024-08-31,2024-09-04,USD,24122.77,22859.63
100284,2024-06-26,SUP-026,MAT-204,2024-08-04,2024-07-31,USD,16469.59,17313.06
100285,2024-02-24,SUP-031,MAT-223,2024-03-06,2024-03-06,USD,6674.61,7522.66
100286,2024-02-20,SUP-026,MAT-212,2024-03-18,2024-03-17,USD,19200.59,19860.95
100287,2024-08-17,SUP-038,MAT-213,2024-08-26,2024-09-03,EUR,22628.02,24605.13
100288,2025-03-04,SUP-005,MAT-203,2025-03-11,2025-03-18,USD,4802.32,4575.44
100289,2024-08-09,SUP-006,MAT-226,2024-09-04,2024-09-10,EUR,22796.23,26207.64
100290,2024-03-17,SUP-011,MAT-228,2024-04-24,2024-04-24,USD,4841.93,5253.9
100291,2025-04-29,SUP-025,MAT-214,2025-05-18,2025-05-20,USD,15629.28,15201.44
100292,2025-03-21,SUP-021,MAT-218,2025-03-28,2025-03-31,USD,15319.86,14706.61
100293,2024-06-30,SUP-025,MAT-234,2024-08-10,2024-08-17,USD,8790.56,8823.81
100294,2024-07-04,SUP-040,MAT-212,2024-07-26,2024-07-23,EUR,13232.61,12227.03
100295,2024-06-09,SUP-006,MAT-201,2024-07-01,2024-07-03,EUR,2846.85,2886.11
100296,2024-03-20,SUP-024,MAT-221,2024-03-27,2024-03-28,USD,17205.39,17484.38
100297,2024-08-10,SUP-001,MAT-200,2024-09-23,2024-09-26,USD,19811.17,17617.79
100298,2024-09-16,SUP-034,MAT-220,2024-10-01,2024-09-27,USD,20598.19,21591.25
100299,2025-01-12,SUP-008,MAT-224,2025-02-17,2025-02-12,USD,13225.17,13508.11
100300,2024-04-08,SUP-003,MAT-234,2024-04-18,2024-04-18,USD,6918.31,7126.09
100301,2024-08-19,SUP-033,MAT-226,2024-09-26,2024-09-23,EUR,14925.25,16169.98
100302,2024-01-07,SUP-025,MAT-217,2024-01-25,2024-01-25,USD,2987.83,3231.87
100303,2024-10-12,SUP-029,MAT-221,2024-11-24,2024-11-21,USD,6466.66,6300.73
100304,2024-08-15,SUP-036,MAT-210,2024-08-29,2024-09-03,USD,10314.32,10968.6
100305,2025-01-23,SUP-033,MAT-228,2025-01-31,2025-02-01,USD,24975.86,26211.57
100306,2024-11-10,SUP-009,MAT-200,2024-12-16,2024-12-19,USD,14052.27,14173.88
100307,2024-01-15,SUP-021,MAT-209,2024-02-16,2024-02-21,USD,8814.75,9214.94
100308,2024-03-15,SUP-001,MAT-223,2024-04-04,2024-04-01,EUR,10068.34,11081.29
100309,2024-03-13,SUP-011,MAT-211,2024-03-30,2024-03-27,USD,6176.77,6221.45
100310,2025-03-27,SUP-032,MAT-215,2025-05-08,2025-05-08,USD,24059.7,22347.65
100311,2025-01-31,SUP-040,MAT-216,2025-02-09,2025-02-06,USD,5718.23,6248.81
100312,2024-03-28,SUP-008,MAT-200,2024-04-04,2024-04-07,USD,14294.96,14695.85
100313,2025-05-11,SUP-040,MAT-215,2025-06-02,2025-06-05,USD,16266.5,14853.48
100314,2024-10-16,SUP-001,MAT-231,2024-11-07,2024-11-05,EUR,3633.85,4002.68
100315,2025-04-19,SUP-012,MAT-202,2025-05-21,2025-05-24,EUR,15416.26,16990.25
100316,2024-04-23,SUP-005,MAT-213,2024-05-22,2024-05-22,USD,3581.48,3496.84
100317,2025-01-21,SUP-013,MAT-210,2025-03-04,2025-03-12,USD,10908.16,10692.89
100318,2024-12-16,SUP-040,MAT-233,2024-12-29,2025-01-07,USD,13165.2,11887.34
100319,2025-06-21,SUP-040,MAT-235,2025-07-14,2025-07-16,USD,20323.13,19401.44
100320,2024-08-23,SUP-030,MAT-238,2024-09-06,2024-09-02,EUR,15777.26,16623.45
100321,2025-04-11,SUP-037,MAT-225,2025-05-20,2025-05-23,USD,18185.18,19357.2
100322,2024-02-05,SUP-038,MAT-239,2024-02-23,2024-02-23,USD,12056.26,13278.31
100323,2025-01-14,SUP-011,MAT-212,2025-02-02,2025-02-05,USD,24254.81,23632.69
100324,2024-11-02,SUP-032,MAT-215,2024-11-25,2024-12-05,EUR,15725.63,19477.44
100325,2024-12-16,SUP-035,MAT-232,2025-01-01,2025-01-09,USD,14205.75,13017.06
100326,2025-03-09,SUP-017,MAT-209,2025-04-18,2025-04-18,EUR,7557.92,7516.03
100327,2025-04-11,SUP-040,MAT-217,2025-04-23,2025-04-22,EUR,9862.56,8369.01
100328,2024-02-12,SUP-023,MAT-202,2024-03-15,2024-03-17,USD,21161.03,22123.8
100329,2025-04-26,SUP-034,MAT-204,2025-06-06,2025-06-09,USD,15723.28,16783.41
100330,2024-09-09,SUP-016,MAT-231,2024-09-22,2024-09-26,USD,6595.88,6714.88
100331,2024-05-29,SUP-003,MAT-205,2024-06-06,2024-06-17,USD,23805.33,22200.37
100332,2024-02-02,SUP-025,MAT-200,2024-02-26,2024-03-04,USD,19332.77,19906.22
100333,2025-04-12,SUP-019,MAT-203,2025-05-21,2025-05-28,USD,10505.48,9433.82
100334,2025-01-28,SUP-032,MAT-203,2025-02-09,2025-02-11,USD,8442.84,8911.32
100335,2024-11-17,SUP-033,MAT-206,2024-12-19,2024-12-18,USD,8833.92,8014.05
100336,2024-01-27,SUP-001,MAT-211,2024-02-06,2024-02-04,USD,5685.49,6126.04
100337,2024-01-01,SUP-001,MAT-215,2024-02-12,2024-02-12,USD,12277.02,11541.37
100338,2024-06-12,SUP-001,MAT-211,2024-07-01,2024-07-08,USD,24938.47,23552.76
100339,2024-04-17,SUP-029,MAT-206,2024-05-07,2024-05-04,USD,19476.53,20434.65
100340,2025-02-17,SUP-021,MAT-208,2025-03-17,2025-03-23,USD,4455.58,4909.26
100341,2025-03-02,SUP-024,MAT-216,2025-03-12,2025-03-17,USD,24346.0,27429.28
100342,2024-04-21,SUP-016,MAT-206,2024-05-29,2024-05-27,USD,19746.28,20838.8
100343,2024-07-06,SUP-023,MAT-235,2024-07-24,2024-07-31,USD,10265.83,10142.03
100344,2024-01-31,SUP-019,MAT-228,2024-02-09,2024-02-06,USD,7797.98,8204.79
100345,2025-04-06,SUP-022,MAT-238,2025-05-19,2025-05-19,USD,9027.81,8913.96
100346,2024-01-23,SUP-040,MAT-214,2024-02-14,2024-02-14,USD,23491.65,26132.32
100347,2024-11-25,SUP-022,MAT-221,2024-12-03,2024-11-30,USD,13236.44,14834.83
100348,2024-12-03,SUP-025,MAT-225,2024-12-21,2024-12-28,USD,9515.88,10043.74
100349,2025-06-23,SUP-019,MAT-231,2025-07-02,2025-07-03,USD,19723.46,21205.17
100350,2024-09-02,SUP-034,MAT-221,2024-09-14,2024-09-21,USD,7517.27,7513.78
100351,2025-02-21,SUP-002,MAT-225,2025-03-02,2025-03-07,USD,10795.64,10748.39
100352,2024-05-27,SUP-031,MAT-211,2024-06-30,2024-07-05,EUR,19366.01,21262.34
100353,2024-02-20,SUP-032,MAT-200,2024-03-03,2024-02-28,EUR,6529.48,6558.58
100354,2025-03-29,SUP-003,MAT-237,2025-04-07,2025-04-07,EUR,5889.74,6049.27
100355,2025-04-03,SUP-007,MAT-220,2025-05-08,2025-05-10,USD,22017.99,23025.77
100356,2025-05-20,SUP-028,MAT-229,2025-07-03,2025-07-03,EUR,23008.36,25320.55
100357,2024-12-29,SUP-019,MAT-220,2025-01-05,2025-01-05,EUR,17457.33,17984.17
100358,2024-03-02,SUP-040,MAT-229,2024-03-09,2024-03-15,USD,24619.68,26030.78
100359,2024-04-30,SUP-035,MAT-238,2024-05-19,2024-05-20,USD,6706.16,7298.13
100360,2024-11-06,SUP-027,MAT-227,2024-12-08,2024-12-06,USD,13337.7,12917.68
100361,2024-10-09,SUP-012,MAT-237,2024-10-17,2024-10-15,USD,16625.84,15881.52
100362,2024-02-21,SUP-021,MAT-213,2024-03-22,2024-03-21,USD,7992.67,8073.72
100363,2024-03-28,SUP-024,MAT-236,2024-05-05,2024-05-05,USD,3711.58,4001.36
100364,2024-12-07,SUP-030,MAT-214,2025-01-20,2025-01-18,USD,6666.18,6529.43
100365,2024-07-23,SUP-024,MAT-219,2024-08-16,2024-08-18,USD,12620.52,12513.09
100366,2025-05-12,SUP-005,MAT-221,2025-05-19,2025-05-20,USD,10966.46,10293.18
100367,2025-02-11,SUP-037,MAT-235,2025-02-25,2025-02-27,USD,6069.35,5894.75
100368,2024-09-11,SUP-025,MAT-208,2024-10-18,2024-10-18,USD,14089.86,13809.6
100369,2024-09-04,SUP-002,MAT-221,2024-10-09,2024-10-15,EUR,2594.01,2712.53
100370,2024-02-25,SUP-017,MAT-216,2024-03-27,2024-04-02,USD,9858.88,10728.77
100371,2024-12-27,SUP-024,MAT-200,2025-01-27,2025-01-28,USD,22281.56,25716.56
100372,2025-03-19,SUP-023,MAT-208,2025-04-03,2025-04-08,USD,2170.14,2393.9
100373,2025-05-06,SUP-023,MAT-225,2025-05-16,2025-05-10,USD,22512.29,25870.79
100374,2024-05-09,SUP-040,MAT-204,2024-05-25,2024-05-20,USD,14365.23,16245.87
100375,2025-01-18,SUP-007,MAT-200,2025-02-03,2025-02-06,EUR,17189.24,16190.13
100376,2024-07-24,SUP-022,MAT-223,2024-08-26,2024-09-01,EUR,21615.46,22848.68
100377,2024-02-20,SUP-014,MAT-230,2024-03-16,2024-03-12,USD,4124.39,3833.28
100378,2024-03-22,SUP-014,MAT-240,2024-05-01,2024-05-04,EUR,16265.39,16740.88
100379,2024-08-13,SUP-022,MAT-205,2024-08-23,2024-08-24,USD,8498.73,10121.37
100380,2024-01-07,SUP-004,MAT-203,2024-02-05,2024-02-10,USD,21149.6,21589.41
100381,2024-06-21,SUP-015,MAT-208,2024-07-11,2024-07-18,EUR,18665.52,18347.8
100382,2024-09-24,SUP-029,MAT-213,2024-10-24,2024-10-24,USD,20158.98,21448.25
100383,2024-09-18,SUP-023,MAT-240,2024-10-08,2024-10-08,USD,10412.86,10291.55
100384,2025-04-23,SUP-007,MAT-216,2025-06-01,2025-06-04,USD,24778.78,24453.92
100385,2025-05-05,SUP-036,MAT-217,2025-05-20,2025-05-20,USD,19427.32,19823.58
100386,2024-08-04,SUP-023,MAT-204,2024-09-09,2024-09-05,EUR,11219.34,10702.89
100387,2024-07-06,SUP-028,MAT-205,2024-08-05,2024-08-10,USD,24904.13,26014.81
100388,2025-06-15,SUP-006,MAT-214,2025-07-29,2025-07-30,USD,7572.17,7513.74
100389,2025-02-09,SUP-010,MAT-237,2025-03-06,2025-03-16,USD,9168.78,9638.13
100390,2024-04-01,SUP-018,MAT-232,2024-04-28,2024-05-02,EUR,21073.84,22074.06
100391,2024-09-13,SUP-014,MAT-226,2024-10-22,2024-10-25,EUR,16681.84,16396.81
100392,2024-11-15,SUP-022,MAT-200,2024-12-20,2024-12-26,EUR,15852.15,17414.11
100393,2025-04-03,SUP-016,MAT-200,2025-05-07,2025-05-16,USD,11541.66,11060.64
100394,2024-10-07,SUP-014,MAT-234,2024-11-20,2024-11-23,USD,17299.76,18233.37
100395,2024-05-08,SUP-011,MAT-201,2024-05-20,2024-05-18,USD,8780.15,8155.87
100396,2025-06-06,SUP-001,MAT-230,2025-07-08,2025-07-18,EUR,6529.19,6890.82
100397,2024-10-13,SUP-032,MAT-202,2024-10-27,2024-10-31,USD,24759.72,26359.97
100398,2024-11-01,SUP-012,MAT-221,2024-11-13,2024-11-10,USD,19380.0,18005.52
100399,2024-12-11,SUP-025,MAT-238,2025-01-21,2025-01-22,EUR,16659.93,15358.0
100400,2025-05-29,SUP-032,MAT-226,2025-07-06,2025-07-11,USD,5355.3,4842.18
100401,2024-07-25,SUP-011,MAT-239,2024-08-08,2024-08-11,USD,10973.96,11125.1
100402,2025-04-16,SUP-023,MAT-218,2025-05-24,2025-05-29,USD,20825.45,24784.04
100403,2024-11-04,SUP-035,MAT-239,2024-11-14,2024-11-14,USD,17379.92,17541.98
100404,2025-04-30,SUP-024,MAT-207,2025-05-18,2025-05-12,USD,23483.46,23690.65
100405,2024-06-11,SUP-020,MAT-212,2024-07-02,2024-07-05,USD,12536.59,11995.64
100406,2025-04-21,SUP-011,MAT-215,2025-04-29,2025-05-01,USD,20712.88,21551.77
100407,2025-06-24,SUP-022,MAT-213,2025-07-02,2025-07-01,USD,5768.17,5686.0
100408,2024-10-01,SUP-026,MAT-233,2024-11-13,2024-11-15,USD,24313.81,23410.17
100409,2025-01-10,SUP-006,MAT-235,2025-01-20,2025-01-14,USD,24425.87,26116.05
100410,2025-03-29,SUP-025,MAT-240,2025-05-04,2025-05-12,USD,8605.06,7488.07
100411,2024-12-10,SUP-011,MAT-229,2025-01-09,2025-01-07,EUR,14105.33,16962.33
100412,2025-05-23,SUP-008,MAT-218,2025-06-11,2025-06-15,USD,11524.43,10881.5
100413,2025-05-26,SUP-039,MAT-214,2025-06-25,2025-06-29,USD,5025.23,5414.81
100414,2024-04-05,SUP-033,MAT-208,2024-05-01,2024-05-13,EUR,11328.0,10889.43
100415,2024-08-29,SUP-022,MAT-205,2024-10-06,2024-10-08,USD,15002.86,15473.56
100416,2025-03-18,SUP-011,MAT-224,2025-04-18,2025-04-18,USD,19124.89,19104.25
100417,2025-06-20,SUP-039,MAT-240,2025-07-31,2025-08-04,EUR,14893.12,15492.24
100418,2025-05-11,SUP-018,MAT-237,2025-06-07,2025-06-01,EUR,6317.0,6956.85
100419,2024-02-19,SUP-029,MAT-213,2024-03-31,2024-04-03,USD,22336.8,22734.65
100420,2025-03-22,SUP-001,MAT-222,2025-04-15,2025-04-15,USD,11804.02,12937.08
100421,2025-06-24,SUP-031,MAT-226,2025-07-30,2025-07-31,USD,2882.31,3017.93
100422,2024-03-07,SUP-034,MAT-235,2024-04-04,2024-04-09,USD,6420.17,7791.4
100423,2025-01-28,SUP-033,MAT-219,2025-02-13,2025-02-15,USD,22308.08,23388.67
100424,2024-09-13,SUP-038,MAT-232,2024-09-24,2024-09-26,USD,20152.39,17315.52
100425,2024-11-13,SUP-002,MAT-218,2024-12-03,2024-12-03,USD,8164.76,7352.6
100426,2025-06-13,SUP-008,MAT-237,2025-06-26,2025-06-23,EUR,9217.2,9622.4
100427,2024-07-13,SUP-013,MAT-202,2024-08-22,2024-08-19,USD,16618.89,15928.07
100428,2024-05-30,SUP-007,MAT-237,2024-06-11,2024-06-14,EUR,12445.13,13354.84
100429,2024-04-21,SUP-031,MAT-202,2024-06-03,2024-06-06,USD,5883.85,5807.77
100430,2024-04-19,SUP-023,MAT-237,2024-04-29,2024-05-09,EUR,9575.68,9200.0
100431,2025-06-21,SUP-029,MAT-239,2025-07-06,2025-07-09,USD,3399.86,3494.77
100432,2024-05-16,SUP-024,MAT-209,2024-06-21,2024-06-21,USD,23772.15,23082.17
100433,2024-05-08,SUP-040,MAT-239,2024-05-17,2024-05-09,EUR,7507.98,8457.54
100434,2024-10-02,SUP-014,MAT-240,2024-10-11,2024-10-14,USD,4648.78,4700.52
100435,2025-04-26,SUP-031,MAT-217,2025-05-29,2025-06-02,USD,2641.0,2832.51
100436,2025-04-01,SUP-017,MAT-209,2025-05-09,2025-05-15,USD,18144.85,19885.49
100437,2024-02-01,SUP-036,MAT-216,2024-02-15,2024-02-26,USD,14725.5,14258.64
100438,2024-03-02,SUP-005,MAT-229,2024-03-29,2024-03-29,USD,22288.3,19708.74
100439,2025-03-14,SUP-013,MAT-237,2025-04-14,2025-04-18,USD,19638.78,22326.64
100440,2025-02-06,SUP-006,MAT-207,2025-02-19,2025-02-16,USD,12692.62,12556.26
100441,2025-04-20,SUP-017,MAT-200,2025-05-18,2025-05-17,USD,5740.99,4667.24
100442,2024-04-06,SUP-022,MAT-223,2024-04-30,2024-04-26,EUR,11792.48,11265.97
100443,2024-05-13,SUP-025,MAT-229,2024-06-21,2024-06-18,EUR,7223.7,7954.42
100444,2025-06-24,SUP-020,MAT-200,2025-07-30,2025-07-29,USD,23225.77,20909.31
100445,2025-06-18,SUP-033,MAT-225,2025-07-15,2025-07-20,EUR,10552.93,10015.4
100446,2024-12-28,SUP-015,MAT-207,2025-01-29,2025-01-29,USD,6949.74,7309.83
100447,2024-07-22,SUP-022,MAT-220,2024-08-28,2024-09-01,USD,18552.77,16750.78
100448,2025-02-21,SUP-008,MAT-232,2025-03-16,2025-03-19,EUR,5671.53,6621.92
100449,2024-03-27,SUP-027,MAT-236,2024-05-05,2024-05-08,USD,6770.85,7265.8
100450,2024-12-18,SUP-016,MAT-202,2025-01-31,2025-01-29,USD,2600.85,2476.29
100451,2024-08-17,SUP-028,MAT-215,2024-08-31,2024-09-06,EUR,10300.7,10395.41
100452,2025-04-10,SUP-014,MAT-215,2025-05-16,2025-05-12,USD,21621.93,24136.15
100453,2025-06-15,SUP-013,MAT-226,2025-07-12,2025-07-15,EUR,12558.84,12179.7
100454,2024-08-22,SUP-015,MAT-212,2024-09-14,2024-09-16,USD,18119.86,18033.31
100455,2024-03-03,SUP-026,MAT-228,2024-03-17,2024-03-10,EUR,8451.48,8899.54
100456,2025-06-22,SUP-020,MAT-202,2025-07-19,2025-07-19,EUR,4943.12,4592.99
100457,2025-01-14,SUP-023,MAT-229,2025-02-06,2025-02-10,EUR,14832.22,14337.3
100458,2024-05-23,SUP-024,MAT-216,2024-06-25,2024-07-02,USD,20103.83,20578.37
100459,2024-03-15,SUP-022,MAT-212,2024-04-03,2024-03-28,USD,17091.65,18589.44
100460,2024-07-22,SUP-038,MAT-236,2024-08-12,2024-08-15,EUR,2986.93,3278.36
100461,2025-01-09,SUP-001,MAT-231,2025-02-17,2025-02-19,USD,22240.98,22020.25
100462,2024-06-17,SUP-019,MAT-232,2024-07-09,,USD,24331.44,26015.11
100463,2024-03-25,SUP-024,MAT-219,2024-05-03,2024-05-11,EUR,14762.9,13680.83
100464,2024-07-25,SUP-006,MAT-232,2024-08-12,2024-08-11,USD,2189.41,2298.3
100465,2025-05-31,SUP-034,MAT-208,2025-06-24,2025-06-26,USD,19326.22,18525.36
100466,2024-06-21,SUP-037,MAT-208,2024-07-21,2024-07-22,EUR,11259.34,11449.55
100467,2025-05-14,SUP-030,MAT-227,2025-06-16,2025-06-16,EUR,12639.76,13350.66
100468,2024-08-11,SUP-038,MAT-228,2024-09-10,2024-09-09,USD,6577.35,6409.77
100469,2025-06-22,SUP-037,MAT-200,2025-08-01,2025-08-01,USD,2148.44,2052.64
100470,2025-06-01,SUP-034,MAT-235,2025-07-10,2025-07-15,USD,3063.22,3003.33
100471,2025-04-25,SUP-023,MAT-216,2025-06-01,2025-05-28,EUR,17880.86,20708.29
100472,2024-02-03,SUP-032,MAT-212,2024-02-18,2024-02-16,USD,22050.18,25110.15
100473,2024-07-30,SUP-027,MAT-220,2024-08-14,2024-08-16,USD,7677.04,9032.6
100474,2025-03-21,SUP-038,MAT-205,2025-04-01,2025-03-31,USD,22368.49,22055.96
100475,2024-09-11,SUP-004,MAT-206,2024-10-05,2024-10-03,USD,4850.2,4721.42
100476,2024-11-27,SUP-001,MAT-205,2024-12-15,2024-12-20,USD,17319.87,18237.88
100477,2024-06-20,SUP-038,MAT-210,2024-07-28,2024-07-25,USD,14094.63,14904.72
100478,2024-12-14,SUP-027,MAT-239,2025-01-06,2024-12-31,USD,2800.32,2725.99
100479,2024-09-26,SUP-030,MAT-227,2024-10-18,2024-10-19,EUR,23037.93,24432.28
100480,2025-04-05,SUP-008,MAT-237,2025-04-24,2025-04-26,USD,21658.0,20998.63
100481,2024-05-10,SUP-011,MAT-206,2024-06-03,2024-05-29,USD,4963.46,5326.44
100482,2024-04-17,SUP-015,MAT-235,2024-05-19,2024-05-12,EUR,4345.05,4852.41
100483,2025-06-09,SUP-003,MAT-211,2025-07-13,2025-07-22,EUR,20093.15,20733.07
100484,2024-10-04,SUP-039,MAT-236,2024-10-27,2024-11-01,USD,13875.76,13376.95
100485,2024-08-16,SUP-023,MAT-212,2024-09-07,2024-09-15,USD,23549.08,23105.52
100486,2024-03-14,SUP-035,MAT-204,2024-03-27,2024-03-22,USD,20577.44,20520.07
100487,2024-07-02,SUP-001,MAT-226,2024-07-23,2024-07-19,USD,20612.0,21627.28
100488,2025-03-11,SUP-034,MAT-222,2025-04-07,2025-04-04,EUR,23115.78,22062.9
100489,2025-05-26,SUP-003,MAT-232,2025-06-23,2025-06-20,USD,7842.16,7374.56
100490,2024-02-12,SUP-003,MAT-232,2024-02-21,2024-02-26,USD,4992.54,4671.83
100491,2024-07-09,SUP-007,MAT-205,2024-08-02,2024-08-05,USD,6065.92,5629.54
100492,2024-03-02,SUP-009,MAT-239,2024-04-08,2024-04-07,USD,8238.67,8302.87
100493,2024-08-18,SUP-020,MAT-222,2024-08-28,2024-08-23,USD,4841.82,4881.68
100494,2024-02-02,SUP-001,MAT-234,2024-03-10,2024-03-08,EUR,12304.64,12235.35
100495,2024-12-09,SUP-025,MAT-235,2024-12-29,2025-01-04,USD,23516.76,25749.07
100496,2024-09-12,SUP-032,MAT-205,2024-10-12,2024-10-11,EUR,5802.3,6557.6
100497,2025-02-03,SUP-022,MAT-209,2025-02-13,2025-02-18,EUR,20979.64,21642.46
100498,2024-02-29,SUP-029,MAT-221,2024-03-29,2024-03-27,USD,16322.7,17763.62
100499,2024-08-20,SUP-036,MAT-213,2024-09-11,2024-09-05,USD,20045.55,21207.72
100500,2025-02-21,SUP-026,MAT-219,2025-02-28,2025-02-26,USD,9964.64,10008.65
100501,2024-05-01,SUP-037,MAT-233,2024-05-14,2024-05-18,EUR,5006.63,5225.08
100502,2024-06-03,SUP-040,MAT-219,2024-07-13,2024-07-15,USD,4787.28,4832.35
100503,2024-12-06,SUP-024,MAT-236,2025-01-10,2025-01-14,USD,18173.89,18277.31
100504,2025-03-07,SUP-037,MAT-201,2025-03-29,2025-03-25,USD,9635.08,10504.56
100505,2024-04-03,SUP-017,MAT-219,2024-04-18,2024-04-19,USD,9566.21,9698.11
100506,2024-08-05,SUP-008,MAT-206,2024-09-05,2024-09-14,USD,12232.99,10986.18
100507,2024-12-04,SUP-030,MAT-213,2024-12-25,2024-12-25,EUR,14668.71,16084.66
100508,2025-05-21,SUP-009,MAT-200,2025-06-17,2025-06-25,EUR,21277.13,20130.39
100509,2024-12-17,SUP-001,MAT-206,2024-12-31,2024-12-31,USD,6018.5,6619.35
100510,2024-10-14,SUP-029,MAT-221,2024-10-30,2024-11-06,USD,10717.74,11662.65
100511,2024-12-15,SUP-038,MAT-209,2024-12-31,2025-01-07,USD,24119.91,22435.15
100512,2024-02-26,SUP-018,MAT-217,2024-03-19,2024-03-29,EUR,15225.05,14448.73
100513,2024-07-11,SUP-026,MAT-200,2024-07-31,2024-08-02,USD,5933.61,7000.18
100514,2024-11-03,SUP-028,MAT-239,2024-12-06,2024-12-05,USD,6967.2,7023.3
100515,2024-08-04,SUP-002,MAT-210,2024-08-12,2024-08-16,USD,5009.86,5168.3
100516,2024-02-18,SUP-009,MAT-204,2024-03-18,2024-03-29,EUR,19220.14,17751.69
100517,2024-05-24,SUP-034,MAT-228,2024-06-14,2024-06-05,USD,24443.58,24510.36
100518,2024-01-21,SUP-033,MAT-230,2024-02-13,2024-02-09,USD,20953.94,18695.49
100519,2025-03-07,SUP-005,MAT-217,2025-03-15,2025-03-13,USD,4140.02,3859.24
100520,2024-11-19,SUP-017,MAT-240,2024-12-09,2024-12-05,USD,5804.72,5747.08
100521,2025-01-26,SUP-033,MAT-221,2025-03-10,2025-03-10,EUR,17857.75,18512.67
100522,2024-10-23,SUP-019,MAT-235,2024-11-19,2024-11-20,USD,24768.38,26248.58
100523,2025-01-13,SUP-038,MAT-217,2025-01-24,2025-01-19,USD,8739.65,9654.71
100524,2024-11-17,SUP-017,MAT-218,2024-12-22,2024-12-23,USD,9150.07,9352.73
100525,2025-06-15,SUP-036,MAT-229,2025-07-07,2025-07-09,USD,6354.01,5675.6
100526,2024-06-28,SUP-011,MAT-210,2024-08-03,2024-07-31,USD,13573.26,14023.39
100527,2025-04-30,SUP-014,MAT-226,2025-05-17,2025-05-16,USD,13137.4,12850.94
100528,2024-02-22,SUP-016,MAT-217,2024-04-01,2024-04-02,USD,22079.07,20833.81
100529,2024-08-22,SUP-014,MAT-216,2024-09-01,2024-09-03,EUR,10468.63,10879.11
100530,2025-06-10,SUP-034,MAT-237,2025-07-06,2025-07-04,USD,15306.87,16050.24
100531,2025-02-18,SUP-026,MAT-225,2025-03-19,2025-03-21,USD,3785.32,3840.7
100532,2024-10-10,SUP-028,MAT-219,2024-11-06,2024-11-15,USD,6739.2,6912.66
100533,2024-12-18,SUP-036,MAT-221,2024-12-29,2024-12-29,EUR,9672.07,9611.86
100534,2025-02-11,SUP-025,MAT-205,2025-03-26,2025-03-27,EUR,21455.96,21972.56
100535,2024-10-20,SUP-029,MAT-231,2024-11-19,2024-11-21,USD,10590.37,11514.19
100536,2025-03-21,SUP-035,MAT-230,2025-04-13,2025-04-19,USD,6121.09,5923.51
100537,2024-03-17,SUP-004,MAT-201,2024-04-10,2024-04-12,USD,5485.51,5996.59
100538,2025-01-14,SUP-034,MAT-216,2025-02-07,2025-02-13,EUR,22146.94,21000.04
100539,2024-09-27,SUP-021,MAT-200,2024-11-10,2024-11-13,USD,2176.35,2134.97
100540,2025-01-24,SUP-004,MAT-203,2025-02-20,,USD,13121.69,13371.64
100541,2024-04-28,SUP-008,MAT-203,2024-05-05,2024-05-09,USD,21425.41,22611.52
100542,2024-01-19,SUP-030,MAT-240,2024-02-28,2024-02-20,EUR,7724.5,7350.74
100543,2025-03-18,SUP-023,MAT-220,2025-04-03,2025-03-31,USD,22860.79,24533.15
100544,2024-01-24,SUP-034,MAT-238,2024-02-15,2024-02-16,USD,15767.1,17037.88
100545,2025-02-08,SUP-011,MAT-220,2025-03-14,2025-03-18,USD,2835.91,2899.84
100546,2024-06-21,SUP-035,MAT-228,2024-06-29,2024-06-29,USD,3406.39,3721.79
100547,2024-04-07,SUP-018,MAT-201,2024-05-19,2024-05-24,USD,12354.91,11521.95
100548,2024-09-21,SUP-004,MAT-202,2024-10-26,2024-10-27,USD,12730.24,12561.45
100549,2024-02-19,SUP-025,MAT-209,2024-03-22,2024-03-27,USD,16182.33,15084.94
100550,2025-02-07,SUP-012,MAT-222,2025-03-17,2025-03-23,USD,21823.5,19486.02
100551,2024-02-29,SUP-008,MAT-200,2024-04-13,2024-04-12,USD,11516.81,11655.04
100552,2025-02-17,SUP-032,MAT-221,2025-03-25,2025-03-28,USD,23516.72,23989.2
100553,2025-03-04,SUP-035,MAT-236,2025-03-15,2025-03-13,USD,10671.22,11277.74
100554,2024-08-20,SUP-026,MAT-219,2024-09-18,2024-09-17,USD,22537.0,21149.95
100555,2025-05-30,SUP-012,MAT-240,2025-07-01,2025-07-05,USD,14976.44,16548.02
100556,2025-04-11,SUP-027,MAT-238,2025-05-19,2025-05-24,USD,18198.79,17429.54
100557,2024-06-07,SUP-034,MAT-200,2024-06-21,2024-07-03,USD,23736.48,29250.92
100558,2025-05-20,SUP-040,MAT-232,2025-06-02,2025-06-01,USD,4092.42,4450.58
100559,2024-02-29,SUP-006,MAT-212,2024-03-29,2024-04-02,USD,14090.77,15413.41
100560,2025-05-01,SUP-034,MAT-205,2025-05-23,2025-05-25,USD,7043.95,7166.54
100561,2025-01-22,SUP-029,MAT-217,2025-02-19,2025-02-21,USD,20884.98,20840.87
100562,2024-06-29,SUP-034,MAT-239,2024-07-06,2024-07-04,EUR,17628.8,18883.87
100563,2024-10-12,SUP-032,MAT-239,2024-10-31,2024-11-06,USD,3867.2,3931.76
100564,2024-05-08,SUP-004,MAT-235,2024-06-08,2024-06-09,USD,11696.45,11003.65
